movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Percy Weasley,Mind where you're going! Slow down! You listen! I'm Head Boy! Come back here!,3,14
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,"Dear lady, who did this to you?",3,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,"Secure the castle, Mr. Filch. The rest of you, to the Great Hall.",3,13
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Argus Filch,"I've searched the Astronomy Tower and the Owlery, sir. But there's nothing there.",3,13
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,"I've done the dungeons, headmaster. No sign of Black, nor anywhere else in the castle.",3,15
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,I didn't really expect him to linger.,3,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,"Remarkable feat, don't you think? To enter Hogwarts Castle on one's own... completely undetected?",3,14
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,Any theories on how he managed it?,3,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Many. Each as unlikely as the next.,3,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,You may recall... prior to the start of term I expressed concerns... about your appointment of Professor...,3,17
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,Not a single professor inside this castle would help Sirius Black enter it. I'm quite convinced the castle is safe... and I'm more than willing to send the students back to their houses.,3,33
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Severus Snape,What about Potter? Should he be warned?,3,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,Albus Dumbledore,"Perhaps. But for now, let him sleep. For in dreams, we enter a world that's entirely our own. Let them swim in the deepest ocean or glide over the highest cloud.",3,31
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Harry Potter,"Excuse me, sir. Where's Professor Lupin?",3,6
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,"That's not really your concern, is it, Potter? Suffice it to say your professor finds himself incapable of teaching... at the present time. Turn to page 394.",3,27
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Hermione Granger,"But sir, we just learned about red caps and hinkypunks. We're not meant to start that for weeks.",3,18
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Ron Weasley,When did she come in? Did you see her come in?,3,11
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,"Now, which one of you can tell me the difference... between an Animagus and a werewolf? No one? How disappointing.",3,20
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Hermione Granger,"Please, sir. An Animagus is a wizard who elects to turn into an animal. A werewolf has no choice. With each full moon, when he transforms, he no longer remembers who he is. He'd kill his best friend if he crossed his path. Furthermore, the werewolf only responds to the call of its own kind.",3,55
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,"Thank you, Mr. Malfoy. That's the second time... you've spoken out of turn, Miss Granger. Are you incapable of restraining yourself... or do you take pride in being an insufferable know-it-all?",3,31
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Ron Weasley,"He's got a point, you know.",3,6
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,"Five points from Gryffindor. As an antidote to your ignorance, and on my desk, by Monday morning... two rolls of parchment on the werewolf, with emphasis... on recognizing it.",3,29
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,Severus Snape,"Then I suggest you take extra care, Mr. Potter. Loss of limb will not excuse you. Page 394. The term werewolf... is a contraction of the Anglo-Saxon word were... which means man, and wolf. Werewolf, man-wolf. There are several ways to become a werewolf. They include being given the power of shape-shifting... being bitten by a werewolf...",3,57
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,"He looks a bit peaky, doesn't he?",3,7
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Fred Weasley,Peaky? What do you expect? He fell over 100 feet.,3,10
Harry Potter and the Prisoner of Azkaban,Grim Defeat,George Weasley,"Yeah, come on Ron, let's walk you off the astronomy tower and see what you look like.",3,17
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Probably a right sight better than he normally does.,3,9
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Fred Weasley,"You gave us a right good scare there, mate.",3,9
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,"Well, you fell off your broom.",3,6
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,Really? I meant the match. Who won?,3,7
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Hermione Granger,"Umm... no one blames you, Harry. The dementors aren't supposed to come inside the grounds. Dumbledore's furious. As soon as he saved you, he sent them off.",3,27
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Ron Weasley,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...",3,21
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,I'm sorry to hear about your broomstick. Is there no chance of fixing it?,3,14
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,"No. Professor, why do the dementors affect me so? I mean, more than everyone else?",3,15
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,"Listen. Dementors are amongst the foulest creatures to walk this earth. They feed on every good feeling, every happy memory... until a person is left with absolutely nothing but his worst experiences. You are not weak, Harry. The dementors affect you most because there are true horrors in your past. Horrors your classmates can scarcely imagine. You have nothing to be ashamed of.",3,63
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,Well I'd consider you a fool if you weren't.,3,9
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,I need to know how to fight them. You could teach me. You made that dementor on the train go away.,3,21
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,There was only one that night.,3,6
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Harry Potter,But you made it go away.,3,6
Harry Potter and the Prisoner of Azkaban,Grim Defeat,Remus Lupin,"I don't pretend to be an expert, Harry. But as the dementors seem to have developed a particular interest in you... perhaps I should teach you. But after the holidays. For now, I need to rest.",3,36
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Argus Filch,"Last call for Hogsmeade! Come on, now!",3,7
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,"But not clever enough. Besides, we've got a better way.",3,10
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,I'm trying to get to Hogsmeade.,3,6
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.,3,18
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.,3,18
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Let me go! Come on, guys. Don't...",3,7
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,Come and join the big boys.,3,6
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,Come and join the big boys.,3,6
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,What's this rubbish? he says. That there it's the secret to our success.,3,13
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,It's a wrench giving it to you believe me. But we've decided your needs are greater than ours.,3,18
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,I solemnly swear that I am up to no good.,3,10
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,"Mr's. Moony, Wormtail, Padfoot and Prongs... are proud to present the Marauder's Map.",3,13
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,We owe them so much.,3,5
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,Hang on. This is Hogwarts. And that... No. Is that really...?,3,11
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,So you mean this map shows...,3,6
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Harry Potter,Brilliant! Where did you get it?,3,6
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,"Knicked it from Filch's office, of course. First year.",3,9
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,"Now listen, there are seven secret passageways... out of the castle. We'd recommend",3,13
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,It'll lead you straight to Honeyduke's seller.,3,7
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,You best hurry. Filch is heading this way.,3,8
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,"Oh and Harry don't forget. When you're done, just give it a tap and say:",3,15
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,Fred Weasley,"Mischief managed. Otherwise, anyone can read it.",3,7
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,George Weasley,"Mischief managed. Otherwise, anyone can read it.",3,7
Harry Potter and the Prisoner of Azkaban,Who's There?,Hermione Granger,It's meant to be the most haunted building in Britain. Did I mention that?,3,14
Harry Potter and the Prisoner of Azkaban,Who's There?,Hermione Granger,Do you want to move a bit closer?,3,8
Harry Potter and the Prisoner of Azkaban,Who's There?,Draco Malfoy,"Well, well. Look who's here. You two shopping for your new dream home? Bit grand for you, isn't it, Weasle-Bee? Don't your family sleep in uh... one room?",3,28
Harry Potter and the Prisoner of Azkaban,Who's There?,Draco Malfoy,"Uh, Not very friendly. Boys, I think it's time we teach Weasle-Bee how to respect his superiors.",3,17
Harry Potter and the Prisoner of Azkaban,Who's There?,Hermione Granger,Hope you don't mean yourself!,3,5
Harry Potter and the Prisoner of Azkaban,Who's There?,Draco Malfoy,How dare you talk to me! You filthy little mudblood! Who is that? Don't stand there! Do something!,3,18
Harry Potter and the Prisoner of Azkaban,Who's There?,Ron Weasley,"What's up, Malfoy? Lost your skis?",3,6
Harry Potter and the Prisoner of Azkaban,Who's There?,Draco Malfoy,Get out of the way! Move!,3,6
Harry Potter and the Prisoner of Azkaban,Who's There?,Ron Weasley,"Bloody hell, Harry. That was not funny.",3,7
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Ron Weasley,Those weasels! Never told me about any Marauder's Map.,3,9
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Hermione Granger,But Harry isn't going to keep it. He's going to turn it over to Professor McGonagall. Aren't you?,3,18
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Ron Weasley,Sure. Along with his Invisibility Cloak.,3,6
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Hermione Granger,"Oh, Look who it is. Madam Rosmerta. Ron fancies her.",3,10
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,"Rosmerta, my dear. I hope business is good.",3,8
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,We have... We have a killer on the loose!,3,9
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Minerva McGonagall,"Professor Dumbledore does not want dementors around the place, I can assure you.",3,13
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Minerva McGonagall,"Well. Now years ago, when Harry Potter's parents realized they were marked for death... You remember? They went into hiding. Few knew where they were. One who did was Sirius Black. And he told You-Know-Who!",3,35
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,"Not only did Black lead You-Know-Who to the Potters that night, but he also killed one of their friends, Peter Pettigrew!",3,21
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Minerva McGonagall,"Yes, little lump of a boy. Always trailing after Sirius Black.",3,11
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Minerva McGonagall,"Well Peter Pettigrew tried to warn the Potters... and might have managed to, had he not run into an old friend, Sirius Black.",3,23
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,Black was vicious. He didn't kill Pettigrew. He destroyed him! A finger. That's all that was left. A finger. Nothing else.,3,21
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Minerva McGonagall,"Yes. Sirius Black may not have put his hands to the Potters, but he's the reason they're dead.",3,18
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,And now he wants to finish what he started.,3,9
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,Cornelius Fudge,"Ah, that's not the worst of it.",3,7
